date,avgmem,OT
2019-05-01 0:10,0.547464826,0.382435253
2019-05-01 0:15,0.519146502,0.378297919
2019-05-01 0:20,0.558514329,0.483908207
2019-05-01 0:25,0.597546822,0.552523261
2019-05-01 0:30,0.632134023,0.576534845
2019-05-01 0:35,0.635145204,0.571430004
2019-05-01 0:40,0.619628254,0.550868428
2019-05-01 0:45,0.603792915,0.489307496
2019-05-01 0:50,0.595738798,0.379213376
2019-05-01 0:55,0.55135518,0.264537467
2019-05-01 1:00,0.510437563,0.194401653
2019-05-01 1:05,0.45388685,0.135788729
2019-05-01 1:10,0.486931239,0.183993757
2019-05-01 1:15,0.494208883,0.181590078
2019-05-01 1:20,0.469048852,0.141511632
2019-05-01 1:25,0.47941647,0.168205518
2019-05-01 1:30,0.464851105,0.157837979
2019-05-01 1:35,0.476069829,0.166992846
2019-05-01 1:40,0.470423408,0.227150829
2019-05-01 1:45,0.459353902,0.275663788
2019-05-01 1:50,0.479531283,0.291310453
2019-05-01 1:55,0.459507544,0.304290035
2019-05-01 2:00,0.449375507,0.301504395
2019-05-01 2:05,0.412963325,0.278675113
2019-05-01 2:10,0.403858885,0.261651847
2019-05-01 2:15,0.435017408,0.294703532
2019-05-01 2:20,0.438726671,0.256053309
2019-05-01 2:25,0.40061117,0.225747525
2019-05-01 2:30,0.397104171,0.231374644
2019-05-01 2:35,0.21368339,0.217251528
2019-05-01 2:40,0.271444696,0.342393175
2019-05-01 2:45,0.18423267,0.243947838
2019-05-01 2:50,0.236694163,0.269260722
2019-05-01 2:55,0.25263167,0.232757068
2019-05-01 3:00,0.374418274,0.330591422
2019-05-01 3:05,0.387502453,0.351032379
2019-05-01 3:10,0.437687816,0.340913367
2019-05-01 3:15,0.434260236,0.327006976
2019-05-01 3:20,0.404737396,0.254597511
2019-05-01 3:25,0.385840839,0.274503683
2019-05-01 3:30,0.372072024,0.286676338
2019-05-01 3:35,0.254105304,0.215455885
2019-05-01 3:40,0.286455623,0.256963907
2019-05-01 3:45,0.323286165,0.25942207
2019-05-01 3:50,0.423751232,0.274886472
2019-05-01 3:55,0.454170083,0.288023114
2019-05-01 4:00,0.470129849,0.301484191
2019-05-01 4:05,0.49576292,0.309186733
2019-05-01 4:10,0.492509113,0.27051302
2019-05-01 4:15,0.515752382,0.28325438
2019-05-01 4:20,0.568096022,0.384214427
2019-05-01 4:25,0.536311312,0.350069321
2019-05-01 4:30,0.525501688,0.338465861
2019-05-01 4:35,0.498412102,0.329572472
2019-05-01 4:40,0.517730979,0.327595666
2019-05-01 4:45,0.539244955,0.358687851
2019-05-01 4:50,0.546958291,0.3444071
2019-05-01 4:55,0.528640552,0.372110998
2019-05-01 5:00,0.504361317,0.404552727
2019-05-01 5:05,0.557971514,0.43667681
2019-05-01 5:10,0.53692377,0.422910951
2019-05-01 5:15,0.50842851,0.390906297
2019-05-01 5:20,0.477046412,0.326446439
